PassengerId,Survived,Pclass,SibSp,Parch,Fare,Gender,EmbarkedMap,AgeFill,AgeIsNull,FamilySize,Age*Class
861,0,3,2,0,14.1083,1,2.0,41.0,0,2,123.0
862,0,2,1,0,11.5,1,2.0,21.0,0,1,42.0
863,1,1,0,0,25.9292,0,2.0,48.0,0,0,48.0
864,0,3,8,2,69.55,0,2.0,21.5,1,10,64.5
865,0,2,0,0,13.0,1,2.0,24.0,0,0,48.0
866,1,2,0,0,13.0,0,2.0,42.0,0,0,84.0
867,1,2,1,0,13.8583,0,0.0,27.0,0,1,54.0
868,0,1,0,0,50.4958,1,2.0,31.0,0,0,31.0
869,0,3,0,0,9.5,1,2.0,25.0,1,0,75.0
870,1,3,1,1,11.1333,1,2.0,4.0,0,2,12.0
871,0,3,0,0,7.8958,1,2.0,26.0,0,0,78.0
872,1,1,1,1,52.5542,0,2.0,47.0,0,2,47.0
873,0,1,0,0,5.0,1,2.0,33.0,0,0,33.0
874,0,3,0,0,9.0,1,2.0,47.0,0,0,141.0
875,1,2,1,0,24.0,0,0.0,28.0,0,1,56.0
876,1,3,0,0,7.225,0,0.0,15.0,0,0,45.0
877,0,3,0,0,9.8458,1,2.0,20.0,0,0,60.0
878,0,3,0,0,7.8958,1,2.0,19.0,0,0,57.0
879,0,3,0,0,7.8958,1,2.0,25.0,1,0,75.0
880,1,1,0,1,83.1583,0,0.0,56.0,0,1,56.0
881,1,2,0,1,26.0,0,2.0,25.0,0,1,50.0
882,0,3,0,0,7.8958,1,2.0,33.0,0,0,99.0
883,0,3,0,0,10.5167,0,2.0,22.0,0,0,66.0
884,0,2,0,0,10.5,1,2.0,28.0,0,0,56.0
885,0,3,0,0,7.05,1,2.0,25.0,0,0,75.0
886,0,3,0,5,29.125,0,1.0,39.0,0,5,117.0
887,0,2,0,0,13.0,1,2.0,27.0,0,0,54.0
888,1,1,0,0,30.0,0,2.0,19.0,0,0,19.0
889,0,3,1,2,23.45,0,2.0,21.5,1,3,64.5
890,1,1,0,0,30.0,1,0.0,26.0,0,0,26.0
891,0,3,0,0,7.75,1,1.0,32.0,0,0,96.0
